date,ville,region,latitude,longitude,altitude_m,type_climat,temp_min_c,temp_max_c,temp_mean_c,humidite_pct,precipitations_mm,vitesse_vent_ms,direction_vent_deg,rafale_max_ms,ensoleillement_h,duree_jour_h,rayonnement_wm2,pm25_proxy_ugm3,qualite_capteur
2021-07-15,Garoua,Nord,9.301,13.397,240,sudanian,30.1,40.6,34.3,63.5,1.3,,147.0,5.7,23.4,13.37,707.9,36.1,poor
2021-07-16,Garoua,Nord,9.301,13.397,240,sudanian,,39.9,33.0,56.8,0.0,6.1,280.0,6.2,7.1,13.36,710.0,37.0,poor
2021-07-17,Garoua,Nord,9.301,13.397,240,sudanian,27.7,,6.6,59.3,,4.3,,38.2,6.3,13.34,597.5,30.9,poor
2021-07-18,Garoua,Nord,9.301,13.397,240,sudanian,27.1,,32.7,61.8,,6.0,315.0,8.5,6.5,13.33,646.1,28.2,poor
2021-07-19,Garoua,Nord,9.301,13.397,240,sudanian,27.9,40.4,34.3,66.5,0.3,2.8,43.0,4.2,7.6,13.32,883.2,23.9,poor
2021-07-20,Garoua,Nord,9.301,13.397,240,sudanian,29.8,,33.2,70.7,3.2,,204.0,6.3,8.0,13.31,,30.4,poor
2021-07-21,Garoua,Nord,9.301,13.397,240,sudanian,,38.7,34.3,,0.0,4.9,248.0,6.5,6.7,13.29,742.8,35.2,poor
2021-07-22,Garoua,Nord,9.301,13.397,240,sudanian,29.6,39.4,32.8,64.6,0.0,11.6,210.4,2.2,8.2,13.28,874.2,,poor
2021-07-23,Garoua,Nord,9.301,13.397,240,sudanian,30.5,38.9,34.2,,14.4,4.2,185.0,5.3,8.5,13.27,912.3,24.9,poor
2021-07-24,Garoua,Nord,9.301,13.397,240,sudanian,28.7,,33.9,,1.3,,34.0,4.0,5.8,13.25,676.7,26.0,poor
2021-07-25,Garoua,Nord,9.301,13.397,240,sudanian,28.6,37.5,,54.9,6.3,2.9,65.0,47.4,8.5,13.24,,33.3,poor
2021-07-26,Garoua,Nord,9.301,13.397,240,sudanian,31.1,,36.1,69.7,0.0,2.9,,4.1,7.1,13.22,760.5,,poor
2021-07-27,Garoua,Nord,9.301,13.397,240,sudanian,,36.9,33.1,49.6,7.5,4.1,,4.7,6.1,13.21,557.4,27.3,poor
2021-07-28,Garoua,Nord,9.301,13.397,240,sudanian,28.8,42.1,35.2,,0.0,6.1,4.0,9.6,7.0,13.19,662.5,36.3,poor
2021-07-29,Garoua,Nord,9.301,13.397,240,sudanian,57.9,38.4,31.8,62.9,0.0,4.8,,,6.2,13.18,536.3,,poor
2021-07-30,Garoua,Nord,9.301,13.397,240,sudanian,,37.3,33.3,69.0,0.0,,317.0,4.7,7.7,13.16,861.5,28.0,poor
2021-07-31,Garoua,Nord,9.301,13.397,240,sudanian,30.3,,34.2,58.7,5.8,5.4,,,7.2,13.15,,28.9,poor
2021-08-01,Garoua,Nord,9.301,13.397,240,sudanian,,36.8,,72.7,,3.3,13.0,4.7,7.1,13.13,758.4,,poor
2021-08-02,Garoua,Nord,9.301,13.397,240,sudanian,23.3,34.3,29.0,58.5,0.0,4.9,343.0,6.5,7.2,13.11,828.6,33.8,poor
2021-08-03,Garoua,Nord,9.301,13.397,240,sudanian,26.1,35.5,29.4,,0.0,6.6,171.0,8.0,5.8,13.09,545.3,29.8,poor
2021-08-04,Garoua,Nord,9.301,13.397,240,sudanian,27.4,37.9,31.8,53.8,0.8,,267.0,6.3,6.6,13.08,,35.3,poor
2021-08-05,Garoua,Nord,9.301,13.397,240,sudanian,26.5,,31.2,,0.0,3.7,349.0,3.8,4.5,13.06,,26.2,poor
2021-08-06,Garoua,Nord,9.301,13.397,240,sudanian,25.0,35.5,30.6,57.9,10.9,4.0,73.0,5.5,9.0,13.04,934.5,29.8,poor
2021-08-07,Garoua,Nord,9.301,13.397,240,sudanian,25.7,37.0,31.2,,8.8,5.6,125.0,7.3,5.5,13.02,627.7,,poor
2021-08-08,Garoua,Nord,9.301,13.397,240,sudanian,29.2,37.8,32.6,56.7,3.1,2.3,345.0,2.6,5.2,13.0,565.9,29.7,poor
2021-08-09,Garoua,Nord,9.301,13.397,240,sudanian,24.7,,30.5,63.4,0.0,,193.0,3.7,5.9,12.98,,30.7,poor
2021-08-10,Garoua,Nord,9.301,13.397,240,sudanian,23.5,34.4,,45.0,0.0,,5.0,2.1,7.2,12.96,688.3,16.1,poor
2021-08-11,Garoua,Nord,9.301,13.397,240,sudanian,28.3,51.2,32.9,129.0,,7.2,8.0,9.7,4.6,12.94,545.6,36.0,poor
2021-08-12,Garoua,Nord,9.301,13.397,240,sudanian,24.7,34.4,30.5,56.3,0.0,,272.0,5.3,7.8,12.92,716.7,29.2,poor
2021-08-13,Garoua,Nord,9.301,13.397,240,sudanian,24.0,34.4,29.3,51.5,,,270.0,1.7,6.4,12.9,724.8,,poor
2021-08-14,Garoua,Nord,9.301,13.397,240,sudanian,26.9,35.8,31.8,62.8,,2.9,295.0,4.5,7.1,12.88,594.9,32.9,poor
2021-08-15,Garoua,Nord,9.301,13.397,240,sudanian,,36.3,32.7,59.5,2.7,,160.0,5.6,5.4,12.86,523.1,25.2,poor
2021-08-16,Garoua,Nord,9.301,13.397,240,sudanian,28.1,,31.8,53.1,,0.5,115.0,0.9,6.0,12.84,699.2,,poor
2021-08-17,Garoua,Nord,9.301,13.397,240,sudanian,,39.6,33.1,999.0,2.2,5.2,73.0,5.5,5.4,12.82,485.4,35.8,poor
2021-08-18,Garoua,Nord,9.301,13.397,240,sudanian,26.7,36.7,44.7,49.3,1.9,6.1,,7.7,,12.8,716.2,23.2,poor
2021-08-19,Garoua,Nord,9.301,13.397,240,sudanian,27.5,38.7,31.8,,,2.9,,3.8,,12.77,669.2,28.1,poor
2021-08-20,Garoua,Nord,9.301,13.397,240,sudanian,,39.8,34.5,,0.0,58.7,,,,12.75,619.2,28.7,poor
2021-08-21,Garoua,Nord,9.301,13.397,240,sudanian,25.6,,31.5,66.2,2.6,24.8,,3.1,,12.73,721.3,24.1,poor
2021-08-22,Garoua,Nord,9.301,13.397,240,sudanian,26.2,,30.8,,0.8,3.8,,4.7,6.6,12.71,729.2,24.9,poor
2021-08-23,Garoua,Nord,9.301,13.397,240,sudanian,,37.0,31.3,64.3,,4.0,131.0,4.7,6.6,12.68,,20.4,poor
2021-08-24,Garoua,Nord,9.301,13.397,240,sudanian,27.0,37.8,32.3,60.1,0.0,5.3,45.0,6.7,8.6,12.66,748.8,41.9,poor
2021-08-25,Garoua,Nord,9.301,13.397,240,sudanian,25.5,36.6,29.8,68.4,,6.0,352.0,9.3,6.0,12.64,549.9,32.3,poor
2021-08-26,Garoua,Nord,9.301,13.397,240,sudanian,26.1,35.0,31.1,69.0,0.0,3.1,,3.4,8.9,12.61,,29.4,poor
2021-08-27,Garoua,Nord,9.301,13.397,240,sudanian,25.6,,30.5,,31.4,5.9,37.8,6.6,7.0,12.59,873.8,,poor
2021-08-28,Garoua,Nord,9.301,13.397,240,sudanian,24.6,37.2,30.5,42.2,0.0,70.7,47.6,,7.7,12.57,597.9,28.7,poor
2021-08-29,Garoua,Nord,9.301,13.397,240,sudanian,25.3,,31.6,,0.0,6.0,84.0,6.7,,12.54,,36.5,poor
2021-08-30,Garoua,Nord,9.301,13.397,240,sudanian,26.5,35.0,30.4,64.7,0.0,4.4,83.0,58.7,,12.52,448.8,25.3,poor
2021-08-31,Garoua,Nord,9.301,13.397,240,sudanian,28.5,37.3,15.8,60.0,,3.9,84.0,5.1,,12.49,897.1,27.5,poor
2021-09-01,Garoua,Nord,9.301,13.397,240,sudanian,23.2,31.7,27.2,57.2,1.8,2.7,198.0,3.2,,12.47,509.2,24.6,poor
2021-09-02,Garoua,Nord,9.301,13.397,240,sudanian,,31.6,25.8,53.3,0.0,2.2,8.0,2.6,8.0,12.45,,29.0,poor
2021-09-03,Garoua,Nord,9.301,13.397,240,sudanian,22.9,,28.1,45.7,2.0,5.7,255.0,7.8,6.6,12.42,677.2,38.4,poor
2021-09-04,Garoua,Nord,9.301,13.397,240,sudanian,23.3,33.1,27.2,,8.0,6.8,105.0,,7.8,12.4,838.0,40.4,poor
2021-09-05,Garoua,Nord,9.301,13.397,240,sudanian,,32.8,27.8,,0.9,4.6,232.0,6.0,8.8,12.37,929.2,,poor
2021-09-06,Garoua,Nord,9.301,13.397,240,sudanian,20.8,30.0,,63.9,0.0,3.5,237.0,4.5,7.0,12.35,816.2,27.3,poor
2021-09-07,Garoua,Nord,9.301,13.397,240,sudanian,,34.6,29.3,58.0,7.7,2.9,,,,12.32,572.5,,poor
2021-09-08,Garoua,Nord,9.301,13.397,240,sudanian,22.2,32.3,26.4,60.0,7.2,5.2,126.7,8.3,5.4,12.3,491.4,34.0,poor
2021-09-09,Garoua,Nord,9.301,13.397,240,sudanian,17.9,52.3,23.5,,0.0,5.0,89.7,5.2,,12.27,524.0,447.3,poor
2021-09-10,Garoua,Nord,9.301,13.397,240,sudanian,22.9,33.8,28.2,63.5,0.0,4.4,163.0,5.1,7.0,12.24,770.0,,poor
2021-09-11,Garoua,Nord,9.301,13.397,240,sudanian,23.7,,27.5,999.0,0.0,,347.0,2.8,8.3,12.22,961.3,19.6,poor
2021-09-12,Garoua,Nord,9.301,13.397,240,sudanian,25.7,25.4,,53.9,0.0,2.2,335.0,,6.8,12.19,740.4,25.1,poor
2021-09-13,Garoua,Nord,9.301,13.397,240,sudanian,,31.7,,45.6,0.0,,155.0,6.1,,12.17,665.9,,poor
2021-09-14,Garoua,Nord,9.301,13.397,240,sudanian,21.6,,25.0,60.4,,5.6,338.0,8.9,-5.8,12.14,670.2,33.8,poor
2021-09-15,Garoua,Nord,9.301,13.397,240,sudanian,19.9,31.0,,45.6,0.0,,86.0,8.1,17.1,12.12,635.8,,poor
2021-09-16,Garoua,Nord,9.301,13.397,240,sudanian,20.9,29.9,14.9,63.4,1.4,3.1,3.0,3.1,6.9,12.09,,21.5,poor
2021-09-17,Garoua,Nord,9.301,13.397,240,sudanian,21.8,,26.5,52.8,0.0,6.2,287.0,91.0,5.9,12.06,576.8,28.0,poor
2021-09-18,Garoua,Nord,9.301,13.397,240,sudanian,22.9,33.7,,,2.4,4.0,188.0,6.2,7.2,12.04,835.5,,poor
2021-09-19,Garoua,Nord,9.301,13.397,240,sudanian,19.8,29.7,25.6,,,4.2,359.0,4.8,7.3,12.01,642.7,24.3,poor
2021-09-20,Garoua,Nord,9.301,13.397,240,sudanian,24.8,,,,0.0,3.2,134.0,5.0,7.5,11.99,844.7,,poor
2021-09-21,Garoua,Nord,9.301,13.397,240,sudanian,,32.5,26.3,61.5,,4.8,15.0,6.6,,11.96,724.7,28.1,poor
2021-09-22,Garoua,Nord,9.301,13.397,240,sudanian,23.2,32.6,46.9,,0.0,5.4,138.0,,7.4,11.94,683.5,26.0,poor
2021-09-23,Garoua,Nord,9.301,13.397,240,sudanian,25.2,37.3,9.6,,0.0,,184.0,6.7,6.7,11.91,672.2,,poor
2021-09-24,Garoua,Nord,9.301,13.397,240,sudanian,19.6,32.5,26.0,70.3,0.0,5.8,237.0,6.8,7.5,11.88,802.4,23.6,poor
2021-09-25,Garoua,Nord,9.301,13.397,240,sudanian,0.3,34.2,28.5,62.8,0.0,4.9,6.0,89.7,7.8,11.86,742.4,30.8,poor
2021-09-26,Garoua,Nord,9.301,13.397,240,sudanian,21.4,,25.9,59.4,,2.4,37.0,3.6,9.0,11.83,,20.0,poor
2021-09-27,Garoua,Nord,9.301,13.397,240,sudanian,22.5,31.8,27.5,52.4,3.8,7.2,173.0,10.5,,11.81,793.6,24.9,poor
2021-09-28,Garoua,Nord,9.301,13.397,240,sudanian,22.8,,,70.5,,6.3,,7.0,8.6,11.78,1026.0,21.6,poor
2021-09-29,Garoua,Nord,9.301,13.397,240,sudanian,20.1,31.3,26.0,59.6,5.1,2.5,185.0,,8.3,11.76,744.6,11.2,poor
2021-09-30,Garoua,Nord,9.301,13.397,240,sudanian,24.5,34.0,27.6,58.6,,3.4,,,8.1,11.73,868.9,,poor
2021-10-01,Garoua,Nord,9.301,13.397,240,sudanian,16.9,26.7,,27.2,0.0,3.7,18.0,4.2,9.2,11.7,1022.3,29.8,poor
2021-10-02,Garoua,Nord,9.301,13.397,240,sudanian,17.2,28.6,23.2,46.4,0.0,3.6,,,9.0,11.68,938.0,25.0,poor
2021-10-03,Garoua,Nord,9.301,13.397,240,sudanian,18.2,27.7,22.4,,0.0,3.5,14.0,4.3,10.9,11.65,1098.3,30.8,poor
2021-10-04,Garoua,Nord,9.301,13.397,240,sudanian,21.1,30.8,25.7,41.2,0.0,3.1,43.0,,9.1,11.63,1012.8,30.8,poor
2021-10-05,Garoua,Nord,9.301,13.397,240,sudanian,20.9,13.6,24.6,36.5,0.0,4.7,39.0,,,11.6,772.2,33.2,poor
2021-10-06,Garoua,Nord,9.301,13.397,240,sudanian,,26.7,21.8,39.4,0.0,3.9,347.0,,10.1,11.58,1160.5,30.0,poor
2021-10-07,Garoua,Nord,9.301,13.397,240,sudanian,21.1,,,36.9,0.0,2.5,,,8.3,11.55,777.0,28.9,poor
2021-10-08,Garoua,Nord,9.301,13.397,240,sudanian,17.7,27.8,22.4,36.1,0.0,3.5,244.0,4.5,9.5,11.53,1094.2,21.1,poor
2021-10-09,Garoua,Nord,9.301,13.397,240,sudanian,19.8,29.8,24.6,41.7,,0.7,67.0,,9.2,11.51,1050.9,8.4,poor
2021-10-10,Garoua,Nord,9.301,13.397,240,sudanian,21.4,29.6,24.5,19.8,0.0,2.0,217.0,3.1,10.2,11.48,1156.4,,poor
2021-10-11,Garoua,Nord,9.301,13.397,240,sudanian,19.1,,22.7,26.6,0.0,,0.0,,8.7,11.46,889.3,22.2,poor
2021-10-12,Garoua,Nord,9.301,13.397,240,sudanian,35.2,26.6,22.3,39.8,0.0,3.8,,4.6,9.1,11.43,,29.4,poor
2021-10-13,Garoua,Nord,9.301,13.397,240,sudanian,16.3,25.5,21.9,-9.0,0.0,3.4,,3.7,,11.41,993.9,,poor
2021-10-14,Garoua,Nord,9.301,13.397,240,sudanian,17.4,28.1,,32.2,0.1,5.8,131.5,,,11.39,555.3,28.7,poor
2021-10-15,Garoua,Nord,9.301,13.397,240,sudanian,29.3,29.9,23.6,14.8,0.0,2.7,,,9.4,11.36,775.7,,poor
2021-10-16,Garoua,Nord,9.301,13.397,240,sudanian,,29.5,,40.7,0.0,6.4,315.0,6.6,9.4,11.34,783.3,27.8,poor
2021-10-17,Garoua,Nord,9.301,13.397,240,sudanian,18.6,29.4,24.0,35.2,0.0,2.6,,2.9,10.3,11.32,1185.6,17.9,poor
2021-10-18,Garoua,Nord,9.301,13.397,240,sudanian,16.4,28.0,22.3,33.8,,2.0,333.0,2.5,10.2,11.29,1163.4,,poor
2021-10-19,Garoua,Nord,9.301,13.397,240,sudanian,,30.0,,29.1,0.0,4.3,,5.9,9.3,11.27,1000.0,,poor
2021-10-20,Garoua,Nord,9.301,13.397,240,sudanian,19.3,29.7,23.8,34.2,0.0,69.2,287.0,6.9,10.3,11.25,832.5,28.7,poor
2021-10-21,Garoua,Nord,9.301,13.397,240,sudanian,28.4,26.3,21.6,31.0,0.0,4.2,,6.3,9.0,11.23,,,poor
2021-10-22,Garoua,Nord,9.301,13.397,240,sudanian,14.5,24.9,21.0,32.5,0.0,1.2,,1.4,9.0,11.2,943.1,32.5,poor
2021-10-23,Garoua,Nord,9.301,13.397,240,sudanian,15.6,27.4,22.0,35.8,0.0,3.2,,4.5,9.9,11.18,1072.7,35.5,poor
2021-10-24,Garoua,Nord,9.301,13.397,240,sudanian,,27.6,21.3,28.0,0.0,6.5,,7.2,8.9,11.16,822.9,34.7,poor
2021-10-25,Garoua,Nord,9.301,13.397,240,sudanian,15.7,26.6,21.7,,,2.8,274.0,3.1,9.7,11.14,1039.3,26.4,poor
2021-10-26,Garoua,Nord,9.301,13.397,240,sudanian,17.9,28.2,22.2,999.0,0.0,6.0,,,,11.12,755.5,24.7,poor
2021-10-27,Garoua,Nord,9.301,13.397,240,sudanian,18.6,,23.9,,0.0,,307.0,3.4,9.2,11.1,1083.9,647.8,poor
2021-10-28,Garoua,Nord,9.301,13.397,240,sudanian,21.7,31.6,25.5,37.1,0.0,,,,9.7,11.08,849.0,36.9,poor
2021-10-29,Garoua,Nord,9.301,13.397,240,sudanian,,27.3,21.9,43.3,0.0,6.2,91.0,6.7,0.9,11.06,1119.1,41.3,poor
2021-10-30,Garoua,Nord,9.301,13.397,240,sudanian,20.5,30.7,24.1,,0.0,,10.0,8.6,8.5,11.04,798.2,28.4,poor
2021-10-31,Garoua,Nord,9.301,13.397,240,sudanian,15.5,26.1,20.9,46.8,0.0,6.3,223.0,,9.8,11.02,1095.2,32.5,poor
2021-11-01,Garoua,Nord,9.301,13.397,240,sudanian,,32.3,21.2,35.8,0.0,,59.0,8.1,10.6,11.0,1150.7,,poor
2021-11-02,Garoua,Nord,9.301,13.397,240,sudanian,,,20.0,30.4,0.0,5.1,86.0,7.8,,10.98,1120.1,147.0,poor
2021-11-03,Garoua,Nord,9.301,13.397,240,sudanian,17.4,30.4,20.8,-9.0,0.0,7.8,71.0,11.3,8.2,10.96,,1699.3,poor
2021-11-04,Garoua,Nord,9.301,13.397,240,sudanian,12.9,30.6,,18.5,0.0,8.5,70.0,,9.6,10.94,884.9,129.9,poor
2021-11-05,Garoua,Nord,9.301,13.397,240,sudanian,18.1,27.0,19.2,27.2,0.0,41.4,61.0,9.1,9.2,10.92,818.8,122.8,poor
2021-11-06,Garoua,Nord,9.301,13.397,240,sudanian,13.3,30.0,19.5,,0.0,7.4,66.0,10.5,9.7,10.91,,80.7,poor
2021-11-07,Garoua,Nord,9.301,13.397,240,sudanian,13.5,28.4,19.2,26.6,0.0,8.9,,,9.0,10.89,805.5,80.0,poor
2021-11-08,Garoua,Nord,9.301,13.397,240,sudanian,18.4,30.1,20.5,34.2,0.0,,,14.6,,10.87,1035.2,111.1,poor
2021-11-09,Garoua,Nord,9.301,13.397,240,sudanian,14.4,32.7,21.0,,0.0,4.3,33.0,5.5,8.8,10.85,1062.4,116.2,poor
2021-11-10,Garoua,Nord,9.301,13.397,240,sudanian,17.2,33.0,21.0,42.6,0.0,,84.0,8.0,9.1,10.84,,,poor
2021-11-11,Garoua,Nord,9.301,13.397,240,sudanian,19.9,32.2,21.3,34.8,0.0,8.9,54.0,,8.3,10.82,639.6,92.2,poor
2021-11-12,Garoua,Nord,9.301,13.397,240,sudanian,18.8,33.8,21.7,,,,58.0,15.2,,10.81,,,poor
2021-11-13,Garoua,Nord,9.301,13.397,240,sudanian,,34.3,21.5,,0.0,,25.1,7.5,,10.79,,,poor
2021-11-14,Garoua,Nord,9.301,13.397,240,sudanian,14.6,,18.9,,0.0,,87.0,13.5,,10.78,,,poor
2021-11-15,Garoua,Nord,9.301,13.397,240,sudanian,15.9,,21.1,,0.1,,39.0,148.3,,10.76,,,poor
2021-11-16,Garoua,Nord,9.301,13.397,240,sudanian,15.3,27.6,19.1,,0.0,,88.0,6.1,,10.75,,,poor
2021-11-17,Garoua,Nord,9.301,13.397,240,sudanian,14.2,32.4,18.8,,0.0,,57.0,7.6,,10.73,,,poor
2021-11-18,Garoua,Nord,9.301,13.397,240,sudanian,15.1,25.3,,,,,,8.6,,10.72,,,poor
2021-11-19,Garoua,Nord,9.301,13.397,240,sudanian,15.7,32.0,20.2,,0.0,,64.0,9.5,,10.71,,,poor
2021-11-20,Garoua,Nord,9.301,13.397,240,sudanian,-9.0,56.2,18.2,,0.0,,60.0,,,10.69,,,poor
2021-11-21,Garoua,Nord,9.301,13.397,240,sudanian,18.1,34.7,19.9,,0.0,,64.0,8.1,,10.68,,,poor
2021-11-22,Garoua,Nord,9.301,13.397,240,sudanian,14.6,29.2,,,0.0,,67.0,11.6,,10.67,,,poor
2021-11-23,Garoua,Nord,9.301,13.397,240,sudanian,-9.5,27.5,21.6,,0.0,,52.0,7.9,,10.66,,,poor
2021-11-24,Garoua,Nord,9.301,13.397,240,sudanian,17.6,,20.4,,0.0,,44.0,13.0,,10.64,,,poor
2021-11-25,Garoua,Nord,9.301,13.397,240,sudanian,15.0,,20.0,,0.0,,87.0,,,10.63,,,poor
2021-11-26,Garoua,Nord,9.301,13.397,240,sudanian,19.1,29.5,20.5,,0.0,,64.0,9.0,,10.62,,,poor
2021-11-27,Garoua,Nord,9.301,13.397,240,sudanian,,28.5,18.1,,0.0,,35.0,,,10.61,,,poor
2021-11-28,Garoua,Nord,9.301,13.397,240,sudanian,14.9,31.3,21.3,,0.0,,57.0,,,10.6,,,poor
2021-11-29,Garoua,Nord,9.301,13.397,240,sudanian,14.9,28.5,21.2,,0.0,,63.0,5.5,,10.59,,,poor
2021-11-30,Garoua,Nord,9.301,13.397,240,sudanian,16.8,,21.6,,0.0,,61.0,5.8,,10.59,,,poor
2021-12-01,Garoua,Nord,9.301,13.397,240,sudanian,,29.7,16.9,23.2,0.0,8.0,42.0,8.9,7.7,10.58,811.1,83.2,poor
2021-12-02,Garoua,Nord,9.301,13.397,240,sudanian,15.2,,19.2,27.8,0.0,8.8,58.0,13.8,8.9,10.57,814.5,118.6,poor
2021-12-03,Garoua,Nord,9.301,13.397,240,sudanian,11.9,24.8,16.7,35.8,0.0,7.2,51.0,11.2,8.1,10.56,846.1,108.2,poor
2021-12-04,Garoua,Nord,9.301,13.397,240,sudanian,18.6,31.7,20.8,,0.0,7.0,34.0,,9.8,10.55,956.6,,poor
2021-12-05,Garoua,Nord,9.301,13.397,240,sudanian,16.4,30.6,19.8,40.8,0.0,5.7,,7.5,10.1,10.55,1080.3,121.5,poor
2021-12-06,Garoua,Nord,9.301,13.397,240,sudanian,17.9,32.3,19.6,25.9,0.0,54.0,46.0,122.9,8.1,10.54,783.7,112.9,poor
2021-12-07,Garoua,Nord,9.301,13.397,240,sudanian,10.9,29.5,18.9,34.3,0.0,6.6,,9.7,8.9,10.54,977.3,1500.0,poor
2021-12-08,Garoua,Nord,9.301,13.397,240,sudanian,,27.3,19.2,28.0,0.0,7.3,81.0,10.0,,10.53,788.2,83.8,poor
2021-12-09,Garoua,Nord,9.301,13.397,240,sudanian,16.2,2.4,,30.8,0.0,6.8,34.0,8.5,,10.53,,145.0,poor
2021-12-10,Garoua,Nord,9.301,13.397,240,sudanian,,28.5,18.4,37.7,0.0,3.9,23.6,,10.4,10.52,990.0,122.5,poor
2021-12-11,Garoua,Nord,9.301,13.397,240,sudanian,16.5,29.0,17.6,32.6,0.0,6.2,31.0,98.5,9.0,10.52,,,poor
2021-12-12,Garoua,Nord,9.301,13.397,240,sudanian,17.3,28.4,18.2,30.3,0.0,4.2,39.0,5.2,9.3,10.51,1024.2,134.6,poor
2021-12-13,Garoua,Nord,9.301,13.397,240,sudanian,14.7,31.2,19.7,26.3,0.0,8.1,48.0,10.7,10.5,10.51,,,poor
2021-12-14,Garoua,Nord,9.301,13.397,240,sudanian,14.3,,19.5,36.0,0.0,,,,,10.51,971.0,77.1,poor
2021-12-15,Garoua,Nord,9.301,13.397,240,sudanian,17.5,26.6,-3.7,36.6,0.0,,,9.9,9.4,10.51,913.0,135.0,poor
2021-12-16,Garoua,Nord,9.301,13.397,240,sudanian,16.9,33.0,19.5,35.5,0.0,10.3,62.0,14.4,10.2,10.5,925.0,,poor
2021-12-17,Garoua,Nord,9.301,13.397,240,sudanian,16.4,29.0,18.1,38.0,0.0,4.4,43.0,5.2,10.5,10.5,847.4,,poor
2021-12-18,Garoua,Nord,9.301,13.397,240,sudanian,15.6,26.6,20.0,27.7,0.0,,53.0,9.2,10.3,10.5,926.3,,poor
2021-12-19,Garoua,Nord,9.301,13.397,240,sudanian,15.2,27.4,17.0,29.4,0.0,6.8,53.0,,,10.5,846.9,142.4,poor
2021-12-20,Garoua,Nord,9.301,13.397,240,sudanian,,27.6,19.9,,0.0,,75.6,8.6,8.6,10.5,869.3,130.7,poor
2021-12-21,Garoua,Nord,9.301,13.397,240,sudanian,14.0,28.7,19.2,28.7,0.0,,47.0,8.8,10.5,10.5,1075.9,,poor
2021-12-22,Garoua,Nord,9.301,13.397,240,sudanian,15.1,30.1,20.4,,0.0,5.1,71.0,6.4,9.2,10.5,986.5,,poor
2021-12-23,Garoua,Nord,9.301,13.397,240,sudanian,17.0,29.2,20.5,36.8,0.0,6.2,59.0,7.7,,10.5,1020.9,116.7,poor
2021-12-24,Garoua,Nord,9.301,13.397,240,sudanian,14.5,26.8,,26.4,0.0,6.4,70.0,8.6,10.5,10.5,,,poor
2021-12-25,Garoua,Nord,9.301,13.397,240,sudanian,16.0,39.8,,30.7,0.0,3.2,69.0,4.9,,10.51,,129.7,poor
2021-12-26,Garoua,Nord,9.301,13.397,240,sudanian,15.1,32.1,,34.3,0.0,6.1,42.0,6.6,10.5,10.51,,145.6,poor
2021-12-27,Garoua,Nord,9.301,13.397,240,sudanian,10.5,28.4,17.4,,0.0,5.6,49.0,8.5,10.4,10.51,,110.3,poor
2021-12-28,Garoua,Nord,9.301,13.397,240,sudanian,11.4,27.0,,22.3,0.0,9.5,82.0,11.7,10.5,10.52,831.4,111.7,poor
2021-12-29,Garoua,Nord,9.301,13.397,240,sudanian,14.9,27.7,36.5,25.5,,8.7,66.0,,9.8,10.52,,91.4,poor
2021-12-30,Garoua,Nord,9.301,13.397,240,sudanian,12.5,29.9,19.0,29.6,0.0,6.3,72.8,7.2,10.5,10.52,970.2,,poor
2021-12-31,Garoua,Nord,9.301,13.397,240,sudanian,11.3,30.4,18.4,31.1,0.0,7.6,50.0,9.3,9.4,10.53,804.4,93.7,poor
2022-01-01,Garoua,Nord,9.301,13.397,240,sudanian,18.6,29.9,,,0.0,5.4,72.0,6.8,,10.53,,114.0,poor
2022-01-02,Garoua,Nord,9.301,13.397,240,sudanian,17.4,31.4,0.1,29.1,0.0,5.6,64.0,,9.2,10.54,722.9,97.3,poor
2022-01-03,Garoua,Nord,9.301,13.397,240,sudanian,16.7,,20.5,32.4,0.0,5.5,59.0,,8.9,10.54,839.6,107.6,poor
2022-01-04,Garoua,Nord,9.301,13.397,240,sudanian,,30.1,19.6,39.1,0.0,6.3,48.0,9.2,,10.55,980.9,100.6,poor
2022-01-05,Garoua,Nord,9.301,13.397,240,sudanian,-2.7,30.8,19.8,31.7,0.0,,57.0,10.7,8.0,10.56,953.8,98.0,poor
2022-01-06,Garoua,Nord,9.301,13.397,240,sudanian,15.1,26.8,,37.2,0.0,7.5,65.0,10.4,9.5,10.57,1113.7,75.4,poor
2022-01-07,Garoua,Nord,9.301,13.397,240,sudanian,16.2,,19.7,24.7,0.0,7.6,51.0,10.3,17.7,10.57,1057.4,87.7,poor
2022-01-08,Garoua,Nord,9.301,13.397,240,sudanian,17.5,30.9,20.9,92.1,0.0,6.9,30.0,9.9,9.0,10.58,778.0,,poor
2022-01-09,Garoua,Nord,9.301,13.397,240,sudanian,15.3,,21.0,29.1,0.0,5.0,63.0,84.1,10.6,10.59,1027.4,78.9,poor
2022-01-10,Garoua,Nord,9.301,13.397,240,sudanian,12.5,32.4,20.2,35.4,0.0,8.3,,,9.1,10.6,729.2,143.3,poor
2022-01-11,Garoua,Nord,9.301,13.397,240,sudanian,,27.6,20.0,28.6,0.0,6.5,63.0,9.9,10.6,10.61,1163.2,108.8,poor
2022-01-12,Garoua,Nord,9.301,13.397,240,sudanian,19.7,,40.9,,0.0,8.0,,,9.1,10.62,767.8,73.7,poor
2022-01-13,Garoua,Nord,9.301,13.397,240,sudanian,16.2,30.4,19.6,,,67.8,51.0,11.0,10.0,10.63,1066.0,,poor
2022-01-14,Garoua,Nord,9.301,13.397,240,sudanian,35.2,28.8,19.7,24.4,0.0,,74.0,,8.6,10.64,986.3,,poor
